Master,Special,CC,Code,Country,Year,Pop,GDPcoL,GDPcoP,GDPcoU,HCEcoL,HCEcoP,HCEcoU,GDPcuL,GDPcuP,GDPcuU,HCEcuL,HCEcuP,HCEcuU,Defl,DiffDefl,XR,RXR,Cont,Reg,TelluReg,EU
0,0,MDV_1970,MDV,Maldives,1970,115691,2926185734,,190428391.2,943571980.9,,61405156.98,201333712,,42386044.64,101499282,,21368269.9,0.068804147,0.332078763,4.749999999,14.30383548,Asia,S Asia,S Asia,0
1,0,MLI_1970,MLI,Mali,1970,5949045,3.50E+11,,591953424.3,2.59E+11,,438009017,88548997259,,320361766.6,62680720511,,226772826,0.252827539,1.220255766,276.403137,226.5124613,Africa,Africa,SSA,0
1,0,MLT_1970,MLT,Malta,1970,320545,946865726.1,,1050137321,613042107.1,,679904634.9,251695487,,259326687.1,193668911,,199540793,0.265819619,1.282961202,0.970573024,0.756510036,Europe,S Europe,Europe & C Asia,1
0,0,MHL_1970,MHL,Marshall Islands,1970,20395,40985614.72,,40985614.72,38892337.33,,38892337.33,8487081,,8487081,6406096,,6406096,0.20707463,0.999432309,1,1.000568013,Oceania,Oceania,SE Asia & Pacific,0
0,0,MRT_1970,MRT,Mauritania,1970,1146780,59861265602,,1843747753,27753548186,,854818915.1,2538081233,,456966944,1425239320,,256606151.1,0.042399391,0.204637921,5.554190005,27.14154828,Africa,Africa,SSA,0
0,0,MUS_1970,MUS,Mauritius,1970,826441,44081517434,,1257434882,37857014344,,1079879576,1141788542,,205522142.9,740260198,,133246968.8,0.025901752,0.125013132,5.555550005,44.4397314,Africa,Africa,SSA,0
1,0,MEX_1970,MEX,Mexico,1970,51493565,4.30E+12,,2.72E+11,3.01E+12,,1.90E+11,565308000,,45224639955,419351005.5,,33548080409,0.000131334,0.000633873,0.0125,19.72003482,N America,Latam & Carib,Latam & Carib,0
0,0,FSM_1970,FSM,Micronesia,1970,61417,102590731.1,,102590731.1,77188753.79,,77188753.79,21089254,,21089254,15867450,,15867450,0.205566856,0.992155134,1,1.007906895,Oceania,Oceania,SE Asia & Pacific,0
0,3,MDA_1970,MDA,Moldova,1970,3595555,83977687532,,4462512870,50476512275,,2682284929,6098674.356,,2611607662,3491926.915,,1495332027,7.26E-05,0.000350508,0.002335218,6.662381326,Europe,E Europe,Europe & C Asia,0
0,0,MCO_1970,MCO,Monaco,1970,23484,1583962142,,1756719790,859562011,,953311670.6,240568521,,284114524.7,130548298,,154179223,0.151877696,0.733027878,0.846730808,1.155114059,Europe,W Europe,Europe & C Asia,0
0,0,MNG_1970,MNG,Mongolia,1970,1278825,2.59E+12,,1313370522,1.07E+12,,543353871.4,7132490993,,202125704.3,3959400123,,112204353.2,0.002756256,0.013302892,35.28740205,2652.611237,Asia,E Asia,E Asia,0
0,3,MNE_1970,MNE,Montenegro,1970,519696,2.21E+11,,3978220969,93732185454,,1687740765,24950.92029,,480672983.8,14228.49134,,274108181.4,1.13E-07,5.45E-07,5.19E-05,95.23480582,Europe,S Europe,Europe & C Asia,0
0,0,MSR_1970,MSR,Montserrat,1970,11534,174521133.3,,64637456.76,192061404,,71133853.32,15608722,,7791209.012,16320864,,8146679.958,0.089437432,0.431663982,2.00337611,4.641054604,N America,Latam & Carib,Latam & Carib,0
1,0,MAR_1970,MAR,Morocco,1970,16004731,1.52E+11,,15593095867,96172246034,,9849325657,23505305099,,4644867410,15917604887,,3145467114,0.154379732,0.745103791,5.060490004,6.791657838,Africa,Africa,MENA,0
1,0,MOZ_1970,MOZ,Mozambique,1970,9022741,82071499233,,2052686858,75302104159,,1883377799,115777763,,4027052622,95119819,,3308515440,0.001410694,0.006808623,0.02875,4.222586659,Africa,Africa,SSA,0
1,0,MMR_1970,MMR,Myanmar,1970,27269069,4.96E+12,,4263970707,4.29E+12,,3687258282,12979730120,,2725746049,10468222465,,2198328914,0.002618276,0.012636939,4.761900004,376.8238434,Asia,SE Asia,SE Asia & Pacific,0
0,0,NAM_1970,NAM,Namibia,1970,817469,31562499823,,2450139248,17745194164,,1377527031,433522059,,605128249.1,269505674,,376187308.7,0.013735352,0.06629279,0.71641352,10.80680897,Africa,Africa,SSA,0
0,0,NRU_1970,NRU,Nauru,1970,6552,248127661.7,,186409343.3,129133344.7,,97013214.19,13703792,,15348249.5,7131879,,7987705.759,0.055228796,0.266558212,0.892857,3.349576041,Oceania,Oceania,SE Asia & Pacific,0
1,0,NPL_1970,NPL,Nepal,1970,12074626,3.67E+11,,3579539723,3.03E+11,,2957822316,10537702780,,1040760767,9581300780,,946301310.7,0.028747298,0.138746973,10.12500001,72.97456487,Asia,S Asia,S Asia,0
1,0,NLD_1970,NLD,Netherlands,1970,13001943,2.47E+11,,2.74E+11,1.37E+11,,1.52E+11,62693180364,,38165079668,33439097155,,20356373685,0.2534848,1.223427995,1.642684383,1.342689877,Europe,W Europe,Europe & C Asia,1
0,0,NCL_1970,NCL,New Caledonia,1970,105324,2.61E+11,,2424890352,1.34E+11,,1247050197,38204000000,,378313610.6,19686000000,,194939842.4,0.146426135,0.706716272,100.9850001,142.8932715,Oceania,Oceania,SE Asia & Pacific,0
1,0,NZL_1970,NZL,New Zealand,1970,2818387,84942092395,,59235406750,49210595135,,34317610233,5800772000,,6496865680,3704520800,,4149063960,0.068290901,0.329601616,0.892857,2.708897521,Oceania,Oceania,SE Asia & Pacific,0
1,0,NIC_1970,NIC,Nicaragua,1970,2406513,1.57E+11,,5758730573,1.08E+11,,3955451990,2.34968,,1140264783,1.59151,,772336150,1.50E-11,7.22E-11,2.06E-09,28.52135414,N America,Latam & Carib,Latam & Carib,0
1,0,NER_1970,NER,Niger,1970,4510644,2.09E+12,,3532158134,1.17E+12,,1972814909,1.57E+11,,568769556,1.29E+11,,465841847.7,0.075225908,0.36307298,276.403137,761.2880946,Africa,Africa,SSA,0
1,0,NGA_1970,NGA,Nigeria,1970,55982144,1.68E+13,,87054130155,1.42E+13,,73684684774,20991187223,,29387650369,1989735482,,2785628562,0.001253,0.006047524,0.714286,118.112145,Africa,Africa,SSA,0
0,3,MKD_1970,MKD,North Macedonia,1970,1720800,1901190133,,2108546817,1217158251,,1349909781,87091.12762,,354449154.8,61743.76443,,251288802,4.58E-05,0.000221093,0.000245708,1.111335316,Europe,S Europe,Europe & C Asia,0
1,0,NOR_1970,NOR,Norway,1970,3876060,8.32E+11,,1.03E+11,3.58E+11,,44426041128,91530000000,,12814194863,47605000000,,6664697328,0.10996642,0.530745815,7.142860006,13.45815606,Europe,N Europe,Europe & C Asia,0
1,0,OMN_1970,OMN,Oman,1970,723851,1620701718,,4215088995,635788138.7,,1653545224,111837347,,268409418.4,21676342,,52023179.25,0.069005509,0.333050626,0.416666999,1.25106205,Asia,W Asia,MENA,0
1,0,PAK_1970,PAK,Pakistan,1970,58142060,3.49E+12,,33995685890,3.08E+12,,29983606679,62567850661,,13139261768,50350635222,,10573643962,0.017908704,0.0864352,4.761900004,55.09213844,Asia,S Asia,S Asia,0
0,0,PLW_1970,PLW,Palau,1970,11811,132170412,,132170412,129992750,,129992750,9329342,,9329342,8896646,,8896646,0.070585707,0.340677351,1,2.935328685,Oceania,Oceania,SE Asia & Pacific,0
9,0,PSE_1970,PSE,Palestine,1970,1126629,1017269381,,1017269381,1093086246,,1093086246,177351765,,177351765,184288492,,184288492,0.174341004,0.84144558,1,1.188430986,Asia,W Asia,MENA,0
1,0,PAN_1970,PAN,Panama,1970,1519285,5929886113,,5929886113,4232296756,,4232296756,1165333385,,1165333385,806988652,,806988652,0.196518679,0.948484694,1,1.05431327,N America,Latam & Carib,Latam & Carib,0
1,0,PNG_1970,PNG,Papua New Guinea,1970,2783121,15413627740,,5567679087,4663673503,,1684602604,979794581,,1097370106,607265578,,680137556.3,0.063566773,0.30680092,0.892857,2.910216171,Oceania,Oceania,SE Asia & Pacific,0
1,0,PRY_1970,PRY,Paraguay,1970,2474763,2.49E+13,,4779006779,1.67E+13,,3204123777,85704640398,,680195558.7,55088134711,,437207418.3,0.00344551,0.016629529,126,7576.88312,S America,Latam & Carib,Latam & Carib,0
1,0,PER_1970,PER,Peru,1970,13459794,1.46E+11,,45964788612,1.06E+11,,33214211911,225.58475,,5829063308,160.98179,,4159736176,1.54E-09,7.44E-09,3.87E-08,5.202750158,S America,Latam & Carib,Latam & Carib,0
1,0,PHL_1970,PHL,Philippines,1970,35803594,2.25E+12,,49526332430,1.56E+12,,34244041718,43769695200,,7413126797,27915043973,,4727877578,0.019422219,0.093740085,5.904349999,62.98639489,Asia,SE Asia,SE Asia & Pacific,0
1,0,POL_1970,POL,Poland,1970,32639258,4.80E+11,,1.27E+11,2.90E+11,,76805328279,113107347,,28276836750,71190971,,17797742750,0.000235787,0.001138013,0.004,3.514898324,Europe,E Europe,Europe & C Asia,1
1,0,PRT_1970,PRT,Portugal,1970,8651340,59919268900,,66454470536,40649981000,,45083543479,1162720900,,8107986478,764525800,,5331257784,0.019404791,0.09365597,0.143404396,1.531182648,Europe,S Europe,Europe & C Asia,1
1,0,PRI_1970,PRI,Puerto Rico,1970,2631707,32411792306,,32411792306,18599266824,,18599266824,5105645474,,5105645474,3799293060,,3799293060,0.157524318,0.760280933,1,1.315303274,N America,Latam & Carib,Latam & Carib,0
1,0,QAT_1970,QAT,Qatar,1970,109514,34147892952,,9381289273,14149647618,,3887265829,2566357425,,538935597.8,550182887,,115538521.7,0.075154196,0.362726864,4.761900004,13.1280599,Asia,W Asia,MENA,0
1,0,ROU_1970,ROU,Romania,1970,20548911,1.75E+11,,43771675844,72461003114,,18089623811,27850076,,12718674070,15592729,,7120944230,0.000158839,0.000766628,0.0021897,2.856272585,Europe,E Europe,Europe & C Asia,1
1,3,RUS_1970,RUS,Russia,1970,130148653,2.83E+13,,4.64E+11,8.41E+12,,1.38E+11,229857748.1,,3.15E+11,111866769.7,,1.53E+11,8.14E-06,3.93E-05,0.00073064,18.60555559,Europe,E Europe,Europe & C Asia,0
1,0,RWA_1970,RWA,Rwanda,1970,3757358,7.66E+11,,1061883072,1.02E+12,,1421299537,22780745464,,227807454.9,18127363784,,181273638,0.029755754,0.143614223,99.9999999,696.3098615,Africa,Africa,SSA,0
0,0,KNA_1970,KNA,Saint Kitts and Nevis,1970,44883,388250735.2,,143796568.6,335279326.4,,124177528.3,49690485,,24845242.49,44333059,,22166529.49,0.127985553,0.617713994,2.000000001,3.237744363,N America,Latam & Carib,Latam & Carib,0
0,0,LCA_1970,LCA,Saint Lucia,1970,104015,941338547.5,,348643906.5,1024480315,,379437153.6,82444836,,41222417.98,63967310,,31983654.98,0.087582556,0.422711542,2.000000001,4.731358863,N America,Latam & Carib,Latam & Carib,0
0,0,VCT_1970,VCT,Saint Vincent and the Grenadines,1970,90509,517349559.3,,191610947.9,432088480.2,,160032770.4,42376017,,21188008.49,39668073,,19834036.49,0.081909835,0.395332521,2.000000001,5.059032322,N America,Latam & Carib,Latam & Carib,0
0,0,WSM_1970,WSM,Samoa,1970,143149,839917062,,327980667.7,725106231.3,,283147987.6,29799490,,41326764.41,25726107,,35677683.18,0.035479086,0.171237516,0.72107,4.210934712,Oceania,Oceania,SE Asia & Pacific,0
0,0,SMR_1970,SMR,San Marino,1970,19221,501198049.2,,555862105.9,313747422.9,,347966843.6,25890130,,80208451.14,15274957,,47322305.54,0.051656486,0.249316689,0.322785562,1.294680929,Europe,S Europe,Europe & C Asia,0
0,0,STP_1970,STP,Sao Tome and Principe,1970,74564,1868793695,,84596612.38,1159063172,,52468508.5,1017428,,35388799.96,761334,,26481182.58,0.00054443,0.002627658,0.02875,10.9413027,Africa,Africa,SSA,0
1,0,SAU_1970,SAU,Saudi Arabia,1970,5836389,4.67E+11,,1.25E+11,80987457833,,21596655422,24198000000,,5377333329,7866700995,,1748155775,0.051818623,0.25009923,4.500000004,17.99285827,Asia,W Asia,MENA,0
1,0,SEN_1970,SEN,Senegal,1970,4257505,2.66E+12,,4492990424,1.95E+12,,3292943400,3.40E+11,,1231806812,2.55E+11,,923857884.2,0.128079122,0.618165601,276.403137,447.1344515,Africa,Africa,SSA,0
1,3,SRB_1970,SRB,Serbia,1970,6931645.563,2.85E+12,,26147407499,1.93E+12,,17754308321,7.68E-06,,6690896763,4.39E-06,,3824439928,2.70E-18,1.30E-17,1.15E-15,88.10332787,Europe,S Europe,Europe & C Asia,0
0,0,SYC_1970,SYC,Seychelles,1970,52368,2522095874,,189432933.8,924505618.3,,69438998.52,123731751,,22271753.07,39444814,,7100078.601,0.049059099,0.236780568,5.555546103,23.4628464,Africa,Africa,SSA,0
1,0,SLE_1970,SLE,Sierra Leone,1970,2744891,1.03E+13,,2032295851,8.32E+12,,1636972010,379515872,,455419228.7,291753763,,350104655.7,3.68E-05,0.000177395,0.833333,4697.606739,Africa,Africa,SSA,0
1,0,SGP_1970,SGP,Singapore,1970,2072283,19943200000,,14505991672,12829200000,,9331514920,5879300000,,1920574149,3947600000,,1289551224,0.294802238,1.422843938,3.061220002,2.151479808,Asia,SE Asia,SE Asia & Pacific,0
0,1,SXM_1970,SXM,Sint Maarten,1970,6864,612834110.2,,342365424.7,488501642.3,,272905945.4,91344855.33,,52000596.62,83234555.39,,47383583.06,0.149053151,0.719395395,1.756611679,2.441788885,N America,Latam & Carib,Latam & Carib,0
1,1,SVK_1970,SVK,Slovakia,1970,4538841,21960713130,,24355897367,20631765226,,22882005397,4684251236,,2635011744,2432146711,,2475554567,0.213301417,1.029485496,1.777696531,1.726781521,Europe,E Europe,Europe & C Asia,1
1,3,SVN_1970,SVN,Slovenia,1970,1669581,14473537643,,16052119769,5987963000,,6641050835,42174.20409,,3001776770,17522.95448,,1247207833,2.91E-06,1.41E-05,1.40E-05,0.999009945,Europe,S Europe,Europe & C Asia,1
0,0,SLB_1970,SLB,Solomon Islands,1970,160250,1367591346,,172791546.1,1187607403,,150051051.5,28600000,,32032005.13,23300000,,26096004.18,0.02091268,0.100933697,0.892857,8.845975402,Oceania,Oceania,Europe & C Asia,0
9,0,SOM_1970,SOM,Somalia,1970,3444568,1.79E+13,,803859681.1,1.32E+13,,595122657.2,2435897760,,341025549.7,1965869359,,275221599.9,0.000136165,0.000657193,7.142860006,10868.74804,Africa,Africa,SSA,0
1,0,ZAF_1970,ZAF,South Africa,1970,22069776,1.33E+12,,1.04E+11,5.85E+11,,45819065703,13326031369,,18656436461,7857434575,,11000404009,0.009997449,0.048252043,0.714286,14.80322826,Africa,Africa,SSA,0
9,1,SSD_1970,SSD,South Sudan,1970,3494004,5218785165,,1360296829,7631347056,,1866193435,27082611387,,278806221.7,40424.92601,,116096858.5,5.189447454,25.04653252,97.13775833,3.878291666,Africa,Africa,SSA,0
1,0,ESP_1970,ESP,Spain,1970,33883749,3.49E+11,,3.87E+11,2.25E+11,,2.49E+11,17245753400,,40992170319,11010437300,,26171180268,0.049479999,0.238812017,0.420708473,1.761672122,Europe,S Europe,Europe & C Asia,1
1,0,LKA_1970,LKA,Sri Lanka,1970,12485740,1.27E+12,,9357327751,7.20E+11,,5301583858,16756695800,,2815130072,12720964414,,2137125952,0.013181196,0.063618188,5.952370005,93.56396671,Asia,S Asia,S Asia,0
1,1,SDN_1970,SDN,Sudan,1970,10281700,65130440010,,10808717272,52288656708,,8677560091,92755588613,,954887061.5,272986.074,,783992173.4,1.424151113,6.873573241,97.13775833,14.13206129,Africa,Africa,MENA,0
0,0,SUR_1970,SUR,Suriname,1970,367931,6091209242,,1782792949,3255227002,,952749366.6,671743,,356362334.2,358989,,190445092.8,0.000110281,0.000532263,0.001885,3.541483579,S America,Latam & Carib,Latam & Carib,0
1,0,SWE_1970,SWE,Sweden,1970,8054916,1.65E+12,,1.96E+11,8.53E+11,,1.01E+11,1.97E+11,,38092378396,96922672000,,18735499220,0.119105684,0.57485588,5.173210004,8.999142543,Europe,N Europe,Europe & C Asia,1
1,0,CHE_1970,CHE,Switzerland,1970,6150852,3.22E+11,,3.34E+11,1.71E+11,,1.77E+11,1.06E+11,,24274352535,60710883000,,13883278554,0.329897771,1.592230254,4.372950003,2.74643067,Europe,W Europe,Europe & C Asia,0
9,0,SYR_1970,SYR,Syria,1970,6350541,1.22E+12,,5160584253,7.40E+11,,3121331834,6848000000,,1755897436,4966000000,,1273333333,0.005598389,0.027020264,3.9,144.3361201,Asia,W Asia,MENA,0
1,4,TWN_1970,TWN,Taiwan,1970,14582944,8.62E+11,,27017729670,5.68E+11,,17792058115,2.31E+11,,5784925000,1.29E+11,,3233675000,0.268399726,1.295413919,40,30.87816135,Asia,E Asia,E Asia,0
1,3,TJK_1970,TJK,Tajikistan,1970,2930107,17366690158,,2817842189,9300375063,,1509037645,27584.61432,,1555809985,20947.27954,,1181455223,1.59E-06,7.67E-06,1.77E-05,2.312778336,Asia,C Asia,Europe & C Asia,0
1,2,TZA_1970,TZA,Tanzania,1970,13535481,1.33E+13,,6694478579,5.24E+12,,2630036195,16529784968,,2314168968,9600461486,,1344064069,0.001239921,0.005984397,7.142860006,1193.580546,Africa,Africa,SSA,0
1,0,THA_1970,THA,Thailand,1970,36884536,1.19E+12,,34708320874,8.14E+11,,23762883738,1.54E+11,,7387400693,99288309032,,4773476391,0.129267624,0.623901826,20.80000002,33.33857854,Asia,SE Asia,SE Asia & Pacific,0
0,1,TLS_1970,TLS,Timor-Leste,1970,571565,183150448.8,,183150448.8,89723883.71,,89723883.71,3117041.814,,15831307.9,3193729.865,,16220802.88,0.017019024,0.082141217,0.196890986,2.396981603,Asia,SE Asia,SE Asia & Pacific,0
1,0,TGO_1970,TGO,Togo,1970,2115522,9.07E+11,,1532748529,5.67E+11,,957684997.9,85014074039,,307572753.9,65234732726,,236012996.9,0.093745016,0.452454257,276.403137,610.8974168,Africa,Africa,SSA,0
0,0,TON_1970,TON,Tonga,1970,84351,274078309.9,,130156278.9,249501837.8,,118485227.1,15265353,,17097198.1,13658419,,15297431.73,0.055697049,0.268818204,0.892857,3.321415689,Oceania,Oceania,SE Asia & Pacific,0
0,0,TTO_1970,TTO,Trinidad and Tobago,1970,945360,42372187825,,6644072975,37837740220,,5933059399,1648418610,,824209304.6,1019887061,,509943530.2,0.038903316,0.187764338,2.000000001,10.65164993,N America,Latam & Carib,Latam & Carib,0
1,0,TUN_1970,TUN,Tunisia,1970,5063809,11241145290,,5730527134,6535798549,,3331828738,829578898,,1580150283,562812465,,1072023744,0.073798432,0.35618336,0.525,1.473959928,Africa,Africa,SSA,0
1,0,TUR_1970,TUR,Turkey,1970,34876303,3.16E+11,,1.16E+11,2.34E+11,,85908420774,284000,,25069514942,193000,,17036677408,8.98E-07,4.33E-06,1.13E-05,2.615135538,Asia,W Asia,Europe & C Asia,0
1,3,TKM_1970,TKM,Turkmenistan,1970,2195175,18267416649,,5255997365,10058955627,,2894215711,1161.457445,,1682736383,570.7226142,,826871197,6.36E-08,3.07E-07,6.90E-07,2.249233578,Asia,C Asia,Europe & C Asia,0
0,0,TCA_1970,TCA,Turks and Caicos Islands,1970,5841,24660711.04,,24660711.04,12366429.19,,12366429.19,9775102,,9775102,4805551,,4805551,0.396383623,1.913119923,1,0.522706385,N America,Latam & Carib,Latam & Carib,0
0,0,TUV_1970,TUV,Tuvalu,1970,5735,14750241.03,,11081322.92,4541886.222,,3412154.946,2308191,,2585174.334,710737,,796025.5675,0.156484968,0.755264579,0.892857,1.182177775,Oceania,Oceania,SE Asia & Pacific,0
1,0,UGA_1970,UGA,Uganda,1970,9405600,1.24E+13,,3822707241,1.08E+13,,3336768337,101704701,,1423837336,63827084,,893561303.9,8.21E-06,3.96E-05,0.07143,1802.667737,Africa,Africa,SSA,0
1,3,UKR_1970,UKR,Ukraine,1970,47088857,1.39E+12,,63833144791,5.49E+11,,25141210723,661275.0321,,51223646194,383461.3331,,29703658389,4.74E-07,2.29E-06,1.29E-05,5.640210348,Europe,E Europe,Europe & C Asia,0
1,0,ARE_1970,ARE,United Arab Emirates,1970,234514,1.06E+11,,28751417251,18487777912,,5034112434,5082217130,,1067266664,714777718,,150103470.8,0.048131806,0.232305047,4.761900004,20.49847848,Asia,W Asia,MENA,0
1,0,GBR_1970,GBR,United Kingdom,1970,55573453,6.96E+11,,1.06E+12,3.90E+11,,5.96E+11,54451000000,,1.31E+11,36666000000,,87998329725,0.078193527,0.377395999,0.416666999,1.104057807,Europe,N Europe,Europe & C Asia,0
1,0,USA_1970,USA,United States,1970,209513341,5.18E+12,,5.18E+12,3.22E+12,,3.22E+12,1.07E+12,,1.07E+12,6.47E+11,,6.47E+11,0.207192251,1,1,1,N America,Northern America,Northern America,0
1,0,URY_1970,URY,Uruguay,1970,2809793,4.77E+11,,17456003869,3.23E+11,,11824166271,629336,,2537645161,450260,,1815564516,1.32E-06,6.37E-06,0.000248,38.94800596,S America,Latam & Carib,Latam & Carib,0
1,3,UZB_1970,UZB,Uzbekistan,1970,12080317,3.02E+13,,11741351958,2.91E+13,,11320460681,14876505.91,,9683471107,10634764.1,,6922420596,4.93E-07,2.38E-06,0.001536278,645.1391704,Asia,C Asia,Europe & C Asia,0
0,0,VUT_1970,VUT,Vanuatu,1970,85377,12897815996,,118340348.8,8605505217,,78957436.6,3838434343,,38009945.43,2597176781,,25718441.14,0.297603435,1.436363732,100.9850001,70.30600807,Oceania,Oceania,SE Asia & Pacific,0
9,0,VEN_1970,VEN,Venezuela,1970,11396393,2.25E+12,,1.28E+11,1.47E+12,,84065967451,60852638,,13830145000,22852900,,5193840909,2.71E-05,0.000130691,0.0044,33.66711659,S America,Latam & Carib,Latam & Carib,0
1,0,VNM_1970,VNM,Viet Nam,1970,43404793,3.14E+14,,14467819031,2.86E+14,,13198340659,2775103464,,2775103464,2497655859,,2497655859,8.84E-06,4.27E-05,1,23437.34675,Asia,SE Asia,SE Asia & Pacific,0
9,2,YEM_1970,YEM,Yemen,1970,6193384,8.99E+11,,4181437916,9.22E+11,,3426158765,6351809107,,521808269.6,5355945758,,452155079.6,0.007068961,0.034117883,12.1726877,356.7832114,Asia,W Asia,MENA,0
1,0,ZMB_1970,ZMB,Zambia,1970,4179067,46488553868,,5385384253,33350129783,,3863386766,1102995,,1544192383,520725,,729014708.7,2.37E-05,0.000114513,0.000714286,6.237608883,Africa,Africa,SSA,0
9,0,ZWE_1970,ZWE,Zimbabwe,1970,5289303,4875317870,,4875317870,3518842828,,3518842828,2336518315,,2336518315,1472376987,,1472376987,0.479254559,2.313091133,1,0.43232192,Africa,Africa,SSA,0
1,0,AFG_1971,AFG,Afghanistan,1971,11475445,6.38E+11,,10438729992,1.60E+11,,2614419519,81574837,,1812837521,75391553,,1675426407,0.000127808,0.000587097,0.044998427,76.6456585,Asia,S Asia,S Asia,0
0,0,ALB_1971,ALB,Albania,1971,2202189,4.16E+11,,3298835161,2.56E+11,,2031469827,11652924299,,2330584860,6751434817,,1350286963,0.028043925,0.128822001,5,38.81324595,Europe,S Europe,Europe & C Asia,0
1,0,DZA_1971,DZA,Algeria,1971,14872250,3.18E+12,,31538996353,1.27E+12,,12568410564,26349801132,,5363676160,16132342999,,3283845033,0.008297303,0.038114322,4.912638337,128.8921886,Africa,Africa,MENA,0
0,0,AND_1971,AND,Andorra,1971,25559,845318014,,937514126.7,541299436.5,,600337222.3,47232853,,113128491.6,30245560,,72441835.79,0.055875839,0.256670112,0.417515096,1.626660356,Europe,S Europe,Europe & C Asia,0
1,0,AGO_1971,AGO,Angola,1971,6040777,3.39E+12,,28234431067,2.10E+12,,17477435486,113,,4008354404,53,,1880024632,3.33E-11,1.53E-10,2.82E-08,184.1037183,Africa,Africa,SSA,0
0,0,AIA_1971,AIA,Anguilla,1971,6858,107698558.5,,39888354.99,42599362.94,,15777541.83,9016203,,4589878.457,3566292,,1815492.267,0.083717026,0.384560821,1.964366395,5.108077291,N America,Latam & Carib,Latam & Carib,0
0,0,ATG_1971,ATG,Antigua and Barbuda,1971,64357,822247428,,304536084.4,806114837.1,,298561050.8,81277975,,41156057.11,64982263,,32904531.98,0.098848561,0.454068732,1.974872733,4.349281498,N America,Latam & Carib,Latam & Carib,0
